edges,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06
Michigan->Texas,0,0,1,1,0,0,0
Illinois->NewYork,0,0,0,0,0,1,0
Virginia->Illinois,0,0,1,0,0,0,0
Washington->Utah,0,0,1,1,0,0,0
Washington->Maryland,0,0,0,1,0,0,0
Washington->NewYork,0,0,0,0,0,0,0
Illinois->NorthCarolina,0,0,0,1,0,0,0
Texas->Maryland,0,0,1,1,0,0,0
Michigan->Illinois,0,0,1,1,0,0,0
NorthCarolina->Virginia,0,0,0,1,0,0,0
Connecticut->Washington,0,0,1,1,0,0,0
Virginia->Utah,0,0,1,1,0,0,0
Washington->Texas,0,0,1,0,0,0,0
NewMexico->NewYork,0,0,0,0,0,0,0
Virginia->NewJersey,0,0,1,1,0,0,0
Massachusetts->Utah,0,0,1,0,0,0,0
California->Nebraska,0,0,1,1,0,0,0
Maryland->Minnesota,0,0,1,1,0,0,0
Alaska->Florida,0,0,0,0,0,0,0
Alaska->Michigan,0,0,0,1,0,0,0
Wyoming->Pennsylvania,0,0,0,0,0,0,0
Wyoming->Virginia,0,0,0,0,0,0,0
Wyoming->NorthCarolina,0,0,1,0,0,0,0
Florida->Texas,0,0,1,1,0,0,0
Massachusetts->Texas,0,0,1,1,0,0,0
Pennsylvania->Georgia,0,0,0,1,0,0,0
Illinois->NewMexico,0,0,0,0,0,0,0
Washington->Michigan,0,0,0,0,0,0,0
Michigan->Idaho,0,0,0,1,0,0,0
Idaho->Washington,0,0,0,1,0,0,0
Minnesota->Wisconsin,0,0,0,1,0,0,0
Massachusetts->Connecticut,0,0,1,1,0,0,0
Wisconsin->Texas,0,0,1,1,0,0,0
Illinois->NewJersey,0,0,0,0,0,0,0
Florida->Louisiana,0,0,0,1,0,0,0
Arizona->Florida,0,0,1,1,0,0,0
Illinois->Arizona,0,0,0,0,0,1,0
Pennsylvania->Massachusetts,0,0,0,1,0,0,0
Michigan->Wisconsin,0,0,1,1,0,0,0
Michigan->Oregon,0,0,0,0,0,0,0
Pennsylvania->Virginia,0,0,0,1,0,0,0
Illinois->Connecticut,0,0,0,0,0,1,0
California->Iowa,0,0,0,1,0,0,0
Wisconsin->Minnesota,0,0,0,0,1,1,0
Florida->NewMexico,0,0,1,1,0,0,0
NorthCarolina->NewYork,0,0,0,0,0,0,0
NewYork->Washington,0,0,1,1,0,0,0
NorthCarolina->Wisconsin,0,0,0,0,0,0,0
Connecticut->Oregon,0,0,1,1,0,0,0
Florida->Wisconsin,0,0,0,1,0,0,0
Pennsylvania->Arizona,0,0,0,0,0,0,0
Oregon->Pennsylvania,0,0,1,1,0,0,0
Utah->Nebraska,0,0,0,0,0,0,0
Texas->Florida,0,0,0,0,0,0,0
Texas->Wisconsin,0,0,0,0,0,0,0
Texas->Michigan,0,0,0,0,0,0,0
Michigan->California,0,0,1,1,0,0,0
Michigan->Missouri,0,0,0,0,0,0,0
Oregon->SouthCarolina,0,0,0,0,0,0,0
Alaska->Illinois,0,0,0,0,0,0,0
Massachusetts->Michigan,0,0,0,0,0,0,0
Virginia->Iowa,0,0,0,0,0,0,0
Iowa->Arizona,0,0,0,0,0,0,0
Iowa->Utah,0,0,0,0,0,0,0
Iowa->Missouri,0,0,0,0,0,0,0
Missouri->Arizona,0,0,0,0,0,0,0
Missouri->NewYork,0,0,0,0,0,0,0
Missouri->Texas,0,0,0,0,0,0,0
Utah->NewYork,0,0,1,0,0,0,0
Pennsylvania->SouthCarolina,0,0,0,0,0,0,0
Florida->Washington,0,0,0,1,0,0,0
Maryland->NewYork,0,0,0,0,0,0,0
Maryland->NewMexico,0,0,0,1,0,0,0
Connecticut->Texas,0,0,0,1,0,0,0
Louisiana->Pennsylvania,0,0,1,1,0,0,0
Louisiana->Florida,0,0,1,1,0,0,0
Texas->Arizona,0,1,0,0,0,0,0
Texas->Pennsylvania,0,1,0,0,0,0,0
Missouri->Washington,0,1,0,0,0,0,0
Missouri->Illinois,0,1,0,0,0,0,0
Missouri->SouthCarolina,0,1,0,0,0,0,0
Texas->NorthCarolina,0,0,1,0,0,0,0
Texas->Minnesota,0,0,0,0,0,0,0
Missouri->NorthCarolina,0,0,0,0,0,0,0
Virginia->Washington,0,0,1,0,0,0,0
Virginia->Georgia,0,0,0,0,0,0,0
Idaho->Oregon,0,0,1,1,0,0,0
NorthCarolina->Pennsylvania,0,0,1,0,0,0,0
Arizona->Pennsylvania,0,0,1,0,0,0,0
Arizona->California,0,0,1,0,0,0,0
Arizona->Oregon,0,0,1,0,0,0,0
Oregon->NewJersey,0,0,1,0,0,0,0
Oregon->Arizona,0,0,1,0,0,0,0
Washington->NorthCarolina,0,0,1,0,0,0,0
Idaho->Michigan,0,0,1,0,0,0,0
Idaho->Missouri,0,0,0,0,0,0,0
Idaho->Massachusetts,0,0,0,0,0,0,0
SouthCarolina->Florida,0,0,1,1,0,0,0
SouthCarolina->Pennsylvania,0,0,1,0,0,0,0
SouthCarolina->Michigan,0,0,1,0,0,0,0
Georgia->Illinois,0,0,1,0,0,0,0
Idaho->NewYork,0,0,0,0,0,0,0
Louisiana->SouthCarolina,0,0,0,0,0,0,0
California->Idaho,0,0,0,0,0,0,0
Arizona->NewYork,0,0,1,1,0,0,0
Arizona->NewJersey,0,0,1,1,0,0,0
NewJersey->Pennsylvania,0,0,0,0,0,0,0
NewJersey->Ohio,0,0,0,0,0,0,0
NewJersey->NewYork,0,0,1,0,0,0,0
NewJersey->Virginia,0,0,0,0,0,0,0
NewYork->Illinois,0,0,1,1,0,0,0
Illinois->Alaska,0,0,0,0,0,0,0
Illinois->Washington,0,1,0,0,0,0,0
Alaska->Virginia,0,0,0,0,0,0,0
Missouri->Virginia,0,0,0,0,0,0,0
Florida->Alaska,0,0,1,0,0,0,0
Florida->Missouri,0,0,1,0,0,0,0
Missouri->Florida,0,0,0,0,0,0,0
Missouri->Wyoming,0,0,0,0,0,0,0
Missouri->Minnesota,0,0,0,0,0,0,0
Georgia->Pennsylvania,0,0,1,0,0,0,0
Georgia->Virginia,0,0,1,0,0,0,0
Georgia->Maryland,0,0,0,0,0,0,0
Maryland->Virginia,0,0,1,1,0,0,0
Maryland->Florida,0,0,1,1,0,0,0
Maryland->Ohio,0,0,1,0,0,0,0
Utah->Ohio,0,0,0,0,0,0,0
Connecticut->NorthCarolina,0,0,0,0,0,0,0
NorthCarolina->NewMexico,0,0,0,0,0,0,0
Wyoming->NewYork,0,0,1,0,0,0,0
Michigan->NewJersey,0,0,0,0,0,0,0
Michigan->Alaska,0,0,0,0,0,0,0
Michigan->Florida,0,0,1,1,0,0,0
Michigan->NewMexico,0,0,1,1,0,0,0
Texas->Illinois,0,0,0,0,0,0,0
Texas->Connecticut,0,0,0,0,0,0,0
Florida->Massachusetts,0,0,1,1,0,0,0
Utah->Wyoming,0,0,1,0,0,0,0
Connecticut->Massachusetts,0,0,0,0,0,0,0
Florida->Connecticut,0,0,1,0,0,0,0
Virginia->Wyoming,0,0,0,0,0,0,0
Virginia->Alaska,0,0,0,0,0,0,0
Virginia->Missouri,0,0,0,0,0,0,0
NorthCarolina->Washington,0,0,0,0,0,0,0
Washington->Pennsylvania,0,0,0,0,0,0,0
SouthCarolina->Illinois,0,0,1,0,0,0,0
Illinois->Georgia,0,0,0,1,0,0,0
Michigan->SouthCarolina,0,0,1,0,0,0,0
Connecticut->Idaho,0,0,1,1,0,0,0
Virginia->NorthCarolina,0,0,0,1,0,0,0
Connecticut->Nebraska,0,0,1,0,0,0,0
Washington->Wyoming,0,0,1,0,0,0,0
Texas->Massachusetts,0,0,0,1,0,0,0
Texas->Wyoming,0,0,0,1,0,0,0
Massachusetts->Georgia,0,0,0,0,0,0,0
Massachusetts->Alaska,0,0,1,1,0,0,0
Georgia->NorthCarolina,0,0,0,0,0,0,0
Georgia->Massachusetts,0,0,0,0,0,0,0
Georgia->Florida,0,0,1,0,0,0,0
Oregon->Maryland,0,0,1,1,0,0,0
Maryland->Massachusetts,0,0,1,1,0,0,0
Alaska->Maryland,0,0,0,0,0,0,0
Alaska->Nebraska,0,0,0,0,0,0,0
Alaska->Pennsylvania,0,0,0,0,0,0,0
Pennsylvania->Minnesota,0,0,0,0,0,0,0
Nebraska->Illinois,0,0,0,0,0,0,0
Nebraska->Connecticut,0,0,0,0,0,0,0
Nebraska->Minnesota,0,0,0,0,0,0,0
Nebraska->Maryland,0,0,0,0,0,0,0
Minnesota->Illinois,0,0,0,0,0,0,0
Minnesota->NewJersey,0,0,0,0,0,0,0
Minnesota->Alaska,0,0,0,0,0,0,0
Minnesota->NorthCarolina,0,0,0,0,0,0,0
Wyoming->Texas,0,0,0,0,0,0,0
Wyoming->Maryland,0,0,0,0,0,0,0
Wyoming->NewMexico,0,0,0,0,0,0,0
Wyoming->Utah,0,0,0,0,0,0,0
Florida->Nebraska,0,0,1,0,0,0,0
Michigan->Washington,0,0,1,0,0,0,0
Connecticut->Utah,0,0,1,1,0,0,0
NewMexico->Michigan,0,0,0,0,0,0,0
Michigan->Minnesota,0,0,1,1,0,0,0
Pennsylvania->Washington,0,0,0,0,0,0,0
Alaska->Iowa,0,0,0,0,0,0,0
Oregon->Wisconsin,0,0,0,1,0,0,0
NewYork->NewMexico,0,0,1,0,0,0,0
NewMexico->Illinois,0,0,0,0,0,0,0
NewMexico->Minnesota,0,0,0,0,0,0,0
NewYork->Nebraska,0,0,0,0,0,0,0
Washington->Nebraska,0,0,0,0,0,0,0
Illinois->Michigan,0,0,0,1,0,0,0
Illinois->Minnesota,0,0,0,1,0,0,0
Washington->Idaho,0,0,0,1,0,0,0
NorthCarolina->California,0,0,0,0,0,0,0
Utah->Maryland,0,0,0,1,0,0,0
Virginia->Ohio,0,0,0,0,0,0,0
Minnesota->Utah,0,0,0,0,0,0,0
Minnesota->NewMexico,0,0,0,0,0,0,0
Massachusetts->Ohio,0,0,0,0,0,0,0
Florida->Wyoming,0,0,0,1,0,0,0
NewYork->NorthCarolina,0,0,1,1,0,0,0
NorthCarolina->Texas,0,0,0,0,0,0,0
NorthCarolina->Maryland,0,0,0,0,0,0,0
Virginia->Wisconsin,0,0,0,1,0,0,0
Louisiana->California,0,0,1,1,0,0,0
Washington->Missouri,0,0,0,0,0,0,0
Maryland->Pennsylvania,0,0,1,1,0,0,0
Georgia->Arizona,0,0,0,0,0,0,0
Oregon->Louisiana,0,0,0,0,0,0,0
Connecticut->Arizona,0,0,0,1,0,0,0
NewMexico->Connecticut,0,0,0,0,0,0,0
NewMexico->Wisconsin,0,0,0,0,0,0,0
NewMexico->Massachusetts,0,0,0,1,0,0,0
Wisconsin->Maryland,0,0,1,0,0,0,0
Washington->Arizona,0,0,1,1,0,0,0
Washington->Ohio,0,0,0,0,0,0,0
California->Missouri,0,0,0,0,0,0,0
California->NewMexico,0,0,0,1,0,0,0
NewYork->Georgia,0,0,0,1,0,0,0
Virginia->Texas,0,0,0,0,0,0,0
NewYork->Massachusetts,0,0,1,1,0,0,0
Maryland->Arizona,0,0,0,1,0,0,0
Arizona->Michigan,0,0,0,0,0,0,0
Connecticut->NewJersey,0,0,0,1,0,0,0
Connecticut->Ohio,0,0,0,1,0,0,0
Ohio->Connecticut,0,0,0,0,0,0,0
Arizona->Nebraska,0,0,0,0,0,0,0
Virginia->NewMexico,0,0,0,0,0,0,0
Connecticut->Louisiana,0,0,0,1,0,0,0
Arizona->Iowa,0,0,0,0,0,0,0
NewJersey->Wisconsin,0,0,0,0,0,0,0
NewJersey->Minnesota,0,0,0,0,0,0,0
California->Louisiana,0,0,0,0,0,0,0
Michigan->Maryland,0,0,1,1,0,0,0
Massachusetts->Washington,0,0,0,1,0,0,0
Massachusetts->Wisconsin,0,0,1,1,0,0,0
Massachusetts->Illinois,0,0,0,1,0,0,0
Louisiana->Illinois,0,0,0,1,0,0,0
Idaho->NorthCarolina,0,0,0,1,0,0,0
Arizona->Massachusetts,0,0,0,1,0,0,0
Connecticut->Virginia,0,0,0,1,0,0,0
Connecticut->California,0,0,0,1,0,0,0
Alaska->NewYork,0,0,0,1,0,0,0
Utah->NewJersey,0,0,0,0,0,0,0
California->SouthCarolina,0,0,0,0,0,0,0
Minnesota->Arizona,0,0,0,1,0,0,0
Wyoming->California,0,0,0,0,0,0,0
Oregon->Ohio,0,0,0,1,0,0,0
Alaska->California,0,0,0,0,0,0,0
California->NorthCarolina,0,0,0,0,0,0,0
Arizona->NorthCarolina,0,0,0,0,0,0,0
Illinois->Maryland,0,0,0,0,0,0,0
Arizona->Minnesota,0,0,1,1,0,0,0
California->Texas,0,0,0,1,0,0,0
Wisconsin->Florida,0,0,0,1,0,1,0
Illinois->Pennsylvania,0,0,0,0,0,1,0
Florida->Ohio,0,0,0,1,0,0,0
Wisconsin->NorthCarolina,0,0,0,0,0,0,0
Wisconsin->Massachusetts,0,0,0,0,0,0,0
Pennsylvania->Ohio,0,0,0,0,0,0,0
Michigan->Utah,0,0,1,0,0,0,0
Louisiana->Idaho,0,0,0,0,0,0,0
Louisiana->Arizona,0,0,1,1,0,0,0
Florida->NewYork,0,0,0,1,0,0,0
Michigan->Massachusetts,0,0,0,1,0,0,0
NewYork->Michigan,0,0,1,1,0,0,0
Michigan->Pennsylvania,0,0,0,1,0,0,0
Louisiana->Alaska,0,0,0,0,0,0,0
Pennsylvania->Illinois,0,0,0,0,0,0,0
Washington->Florida,0,0,1,0,0,0,0
Connecticut->Florida,0,0,0,1,0,0,0
Louisiana->Missouri,0,0,0,0,0,0,0
Virginia->Connecticut,0,0,0,1,0,0,0
Wisconsin->Connecticut,0,0,0,1,0,0,0
Connecticut->Minnesota,0,0,1,1,0,0,0
Oregon->Connecticut,0,0,0,1,0,0,0
NewYork->Missouri,0,0,0,1,0,0,0
Michigan->Wyoming,0,0,1,0,0,0,0
Minnesota->Connecticut,0,0,0,0,0,0,0
NorthCarolina->NewJersey,0,0,0,0,0,0,0
Connecticut->Wyoming,0,0,0,1,0,0,0
NewYork->Iowa,0,0,0,0,0,0,0
NewJersey->Oregon,0,0,0,0,0,0,0
Michigan->Ohio,0,0,0,0,0,0,0
California->Georgia,0,0,0,0,0,0,0
Maryland->Louisiana,0,0,0,1,0,0,0
Maryland->Washington,0,0,0,0,0,0,0
Maryland->Oregon,0,0,0,0,0,0,0
Connecticut->Pennsylvania,0,0,0,0,0,0,0
Minnesota->California,0,0,0,0,0,0,0
Massachusetts->Pennsylvania,0,0,1,1,0,0,0
Minnesota->NewYork,0,0,0,0,0,0,0
Texas->NewMexico,0,0,0,0,0,0,0
Oregon->Georgia,0,0,0,0,0,0,0
Minnesota->Virginia,0,0,0,1,0,0,0
Texas->Idaho,0,0,0,0,0,0,0
Louisiana->Massachusetts,0,0,0,0,0,0,0
Arizona->Texas,0,0,0,1,0,0,0
SouthCarolina->Maryland,0,0,0,1,0,0,0
NewMexico->Wyoming,0,0,0,0,0,0,0
Florida->Iowa,0,0,0,0,0,0,0
Pennsylvania->NewYork,0,0,0,0,0,0,0
Idaho->Minnesota,0,0,0,1,0,0,0
Virginia->Michigan,0,0,0,0,0,0,0
Missouri->Oregon,0,0,1,0,0,0,0
Illinois->Ohio,0,0,0,0,0,0,0
Missouri->Michigan,0,0,0,0,0,0,0
SouthCarolina->Minnesota,0,0,0,0,0,0,0
Connecticut->Illinois,0,0,0,1,0,0,0
Oregon->Minnesota,0,0,0,0,0,0,0
Oregon->NewMexico,0,0,0,0,0,0,0
Connecticut->Wisconsin,0,0,0,1,0,0,0
NewYork->SouthCarolina,0,0,0,0,0,0,0
Florida->Utah,0,0,0,0,0,0,0
NewMexico->Utah,0,0,0,0,0,0,0
NewMexico->Texas,0,0,0,0,0,0,0
Texas->NewYork,0,0,0,0,0,0,0
Wisconsin->Michigan,0,0,0,0,0,0,0
Minnesota->Wyoming,0,0,0,0,0,0,0
Wyoming->Nebraska,0,0,0,0,0,0,0
NorthCarolina->Alaska,0,0,0,0,0,0,0
Iowa->Ohio,0,0,0,0,0,0,0
NewJersey->Washington,0,0,0,0,0,0,0
NewJersey->SouthCarolina,0,0,0,0,0,0,0
Massachusetts->California,0,0,0,0,0,0,0
Massachusetts->Louisiana,0,0,0,0,0,0,0
Maryland->Wyoming,0,0,0,0,0,0,0
Washington->Connecticut,0,0,1,0,0,0,0
Washington->NewJersey,0,0,0,0,0,0,0
Minnesota->Pennsylvania,0,0,0,0,0,0,0
Minnesota->Washington,0,0,0,0,0,0,0
Louisiana->NewYork,0,0,1,0,0,0,0
Louisiana->Wisconsin,0,0,0,0,0,0,0
Arizona->Missouri,0,0,0,0,0,0,0
Idaho->Illinois,0,0,1,0,0,0,0
Wisconsin->NewMexico,0,0,0,0,0,0,0
Wisconsin->California,0,0,0,0,0,0,0
Wisconsin->Virginia,0,0,1,0,0,0,0
NewJersey->Arizona,0,0,0,0,0,0,0
Louisiana->Georgia,0,0,0,0,0,0,0
Arizona->Idaho,0,0,0,0,0,0,0
Washington->Wisconsin,0,0,0,0,0,0,0
Texas->Washington,0,0,0,0,0,0,0
SouthCarolina->Virginia,0,0,0,0,0,0,0
Idaho->Connecticut,0,0,1,1,0,0,0
Minnesota->Florida,0,0,0,0,0,0,0
Massachusetts->Wyoming,0,0,0,0,0,0,0
Idaho->SouthCarolina,0,0,0,0,0,0,0
Missouri->NewMexico,0,0,0,0,0,0,0
Missouri->Wisconsin,0,0,0,0,0,0,0
Texas->Utah,0,0,0,0,0,0,0
Missouri->NewJersey,0,0,0,0,0,0,0
Nebraska->NewMexico,0,0,0,0,0,0,0
Nebraska->Texas,0,0,0,0,0,0,0
Louisiana->Maryland,0,0,0,1,0,0,0
Pennsylvania->NewJersey,0,0,0,0,0,0,0
Alaska->Wisconsin,0,0,0,0,0,0,0
Louisiana->Connecticut,0,0,0,0,0,0,0
Massachusetts->NewJersey,0,0,0,0,0,0,0
Louisiana->Virginia,0,0,0,1,0,0,0
Oregon->Massachusetts,0,0,0,1,0,0,0
Louisiana->Oregon,0,0,0,1,0,0,0
Maryland->Utah,0,0,0,0,0,0,0
Iowa->Wisconsin,0,0,0,0,1,0,0
Illinois->Iowa,0,0,0,0,0,0,0
Illinois->SouthCarolina,0,1,0,0,0,0,0
Utah->NewMexico,0,0,0,0,0,0,0
Illinois->Oregon,0,0,0,0,0,0,0
Missouri->Connecticut,0,0,0,0,0,0,0
Missouri->Ohio,0,0,0,0,0,0,0
Illinois->Nebraska,0,0,0,0,0,0,0
SouthCarolina->Missouri,0,0,0,0,0,0,0
Missouri->Alaska,0,0,0,0,0,0,0
Missouri->Idaho,0,0,0,0,0,0,0
SouthCarolina->California,0,0,0,0,0,0,0
SouthCarolina->Washington,0,0,0,0,0,0,0
Utah->SouthCarolina,0,0,0,0,0,0,0
SouthCarolina->Utah,0,0,0,0,0,0,0
SouthCarolina->Oregon,0,0,0,0,0,0,0
SouthCarolina->NewYork,0,0,0,0,0,0,0
SouthCarolina->Connecticut,0,0,0,0,0,0,0
SouthCarolina->Ohio,0,0,0,0,0,0,0
Oregon->Illinois,0,0,0,0,0,0,0
Oregon->Michigan,0,0,0,0,0,0,0
Oregon->Nebraska,0,0,0,0,0,0,0
Pennsylvania->Connecticut,0,0,0,0,0,0,0
NewYork->Ohio,0,0,0,1,0,0,0
Florida->Illinois,0,0,0,0,0,0,0
Connecticut->Missouri,0,0,0,0,0,0,0
Connecticut->SouthCarolina,0,0,0,0,0,0,0
Florida->SouthCarolina,0,0,0,0,0,0,0
Florida->Oregon,0,0,0,0,0,0,0
Florida->NewJersey,0,0,0,0,0,0,0
Arizona->Alaska,0,0,1,0,0,0,0
NorthCarolina->Minnesota,0,0,0,0,0,0,0
Wyoming->Minnesota,0,0,0,1,0,0,0
Arizona->Ohio,0,0,0,0,0,0,0
Maryland->Wisconsin,0,0,0,1,0,0,0
Virginia->Louisiana,0,0,0,0,0,0,0
NewJersey->Wyoming,0,0,0,0,0,0,0
Virginia->Nebraska,0,0,0,0,0,0,0
Arizona->NewMexico,0,0,0,0,0,0,0
Arizona->Utah,0,0,0,0,0,0,0
Iowa->Pennsylvania,0,0,0,0,0,0,0
Wisconsin->Georgia,0,0,0,0,0,0,0
Wisconsin->Iowa,0,0,0,0,0,0,0
Massachusetts->Iowa,0,0,0,0,0,0,0
