dataset,sharp_prec,sharp_rec,sharp_f1,tnet_prec,tnet_rec,tnet_f1,tnet_min_prec,tnet_min_rec,tnet_min_f1
SEIR015_sl1000_mr025_nv20_20,0.647,0.579,0.611,0.684,0.684,0.684,0.684,0.684,0.684
SEIR01_sl1000_mr05_nv10_4,0.75,0.818,0.783,0.692,0.818,0.75,0.692,0.818,0.75
SEIR015_sl1000_mr025_nv10_14,0.741,0.8,0.769,0.724,0.84,0.778,0.724,0.84,0.778
SEIR015_sl1000_mr025_nv20_8,0.889,0.716,0.793,0.963,0.776,0.86,0.963,0.776,0.86
SEIR015_sl1000_mr0125_nv10_5,0.75,0.412,0.532,0.939,0.902,0.92,0.939,0.902,0.92
SEIR015_sl500_mr025_nv10_4,0.824,0.683,0.747,0.824,0.683,0.747,0.806,0.707,0.753
SIR01_sl1000_mr15_nv5_18,1,0.778,0.875,0.778,0.778,0.778,0.778,0.778,0.778
SEIR015_sl1000_mr05_nv10_20,0.571,0.293,0.387,0.885,0.561,0.687,0.917,0.537,0.677
SIR003_sl1000_mr05_nv10_20,0.667,0.444,0.533,0.5,0.444,0.471,0.5,0.444,0.471
SEIR01_sl1000_mr025_nv5_4,0.867,0.78,0.821,0.776,0.76,0.768,0.78,0.78,0.78
SIR003_sl1000_mr1_nv10_14,0.875,0.778,0.824,0.778,0.778,0.778,0.778,0.778,0.778
SEIR015_sl1000_mr025_nv5_19,0.833,0.455,0.588,0.857,0.545,0.667,0.857,0.545,0.667
SEIR01_sl1000_mr025_nv5_19,0.966,0.966,0.966,0.966,0.966,0.966,0.966,0.966,0.966
SEIR015_sl500_mr025_nv10_5,0.867,0.929,0.897,0.867,0.929,0.897,0.867,0.929,0.897
SEIR015_sl1000_mr05_nv10_8,0.867,0.722,0.788,0.838,0.861,0.849,0.838,0.861,0.849
SIR01_sl1000_mr15_nv10_1,0.796,0.619,0.696,0.818,0.571,0.673,0.822,0.587,0.685
SIR003_sl1000_mr1_nv10_19,0.788,0.641,0.707,0.714,0.625,0.667,0.714,0.625,0.667
SIR003_sl1000_mr05_nv20_8,0.708,0.63,0.667,0.692,0.667,0.679,0.667,0.667,0.667
SEIR01_sl500_mr025_nv10_13,0.778,0.7,0.737,0.833,0.75,0.789,0.833,0.75,0.789
SEIR01_sl1000_mr0125_nv10_19,0.964,0.9,0.931,0.929,0.867,0.897,0.929,0.867,0.897
SIR003_sl500_mr05_nv10_20,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
SIR003_sl1000_mr05_nv10_19,0.821,0.865,0.842,0.757,0.757,0.757,0.757,0.757,0.757
SIR003_sl500_mr05_nv10_13,0.804,0.771,0.787,0.825,0.688,0.75,0.825,0.688,0.75
SIR01_sl1000_mr15_nv20_10,0.769,0.769,0.769,0.769,0.769,0.769,0.769,0.769,0.769
SEIR015_sl1000_mr025_nv5_12,0.5,0.364,0.421,0.636,0.636,0.636,0.636,0.636,0.636
SIR003_sl1000_mr05_nv20_16,0.842,0.744,0.79,0.705,0.721,0.713,0.705,0.721,0.713
SEIR01_sl1000_mr025_nv20_19,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943
SIR01_sl250_mr15_nv10_12,0.722,0.684,0.703,0.722,0.684,0.703,0.765,0.684,0.722
SIR01_sl1000_mr15_nv20_1,0.788,0.812,0.8,0.774,0.75,0.762,0.774,0.75,0.762
SEIR015_sl1000_mr025_nv5_10,0.9,0.5,0.643,0.85,0.472,0.607,0.85,0.472,0.607
SEIR01_sl250_mr025_nv10_10,0.737,0.824,0.778,0.737,0.824,0.778,0.737,0.824,0.778
SEIR01_sl1000_mr025_nv20_2,0.886,0.929,0.907,0.907,0.929,0.918,0.907,0.929,0.918
SIR01_sl1000_mr15_nv10_3,0.852,0.78,0.814,0.87,0.797,0.832,0.87,0.797,0.832
SEIR01_sl1000_mr025_nv10_2,0.909,0.909,0.909,0.909,0.909,0.909,0.909,0.909,0.909
SEIR01_sl1000_mr025_nv10_10,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778,0.778
SIR01_sl1000_mr15_nv20_14,0.4,0.4,0.4,0.5,0.4,0.444,0.4,0.4,0.4
SIR01_sl1000_mr15_nv5_3,0.571,0.444,0.5,0.556,0.556,0.556,0.556,0.556,0.556
SEIR015_sl1000_mr025_nv20_13,0.692,1,0.818,0.75,1,0.857,0.75,1,0.857
SIR003_sl500_mr05_nv10_2,0.848,0.824,0.836,0.788,0.765,0.776,0.788,0.765,0.776
SIR003_sl500_mr05_nv10_19,0.719,0.683,0.701,0.685,0.617,0.649,0.69,0.667,0.678
SIR003_sl1000_mr05_nv5_1,0.765,0.743,0.754,0.649,0.686,0.667,0.649,0.686,0.667
SIR01_sl500_mr15_nv10_16,0.727,0.8,0.762,0.727,0.8,0.762,0.727,0.8,0.762
SEIR01_sl1000_mr05_nv10_2,0.889,1,0.941,0.889,1,0.941,0.889,1,0.941
SIR01_sl1000_mr3_nv10_11,0.911,0.719,0.804,0.884,0.667,0.76,0.884,0.667,0.76
SIR01_sl1000_mr15_nv5_4,0.929,0.52,0.667,0.609,0.56,0.583,0.609,0.56,0.583
SIR003_sl1000_mr05_nv20_14,0.909,1,0.952,0.909,1,0.952,0.909,1,0.952
SIR01_sl250_mr15_nv10_4,0.7,0.583,0.636,0.7,0.583,0.636,0.7,0.583,0.636
SEIR015_sl250_mr025_nv10_8,0.87,0.741,0.8,0.826,0.704,0.76,0.864,0.704,0.776
SIR003_sl1000_mr025_nv10_14,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867,0.867
SEIR015_sl500_mr025_nv10_16,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833,0.833
SEIR01_sl1000_mr025_nv5_12,0.778,0.737,0.757,0.882,0.789,0.833,0.882,0.789,0.833
SIR01_sl1000_mr3_nv10_7,0.778,0.609,0.683,0.714,0.652,0.682,0.714,0.652,0.682
SEIR015_sl1000_mr025_nv5_1,0.7,0.5,0.583,0.857,0.429,0.571,0.857,0.429,0.571
SEIR015_sl500_mr025_nv10_18,0.591,0.5,0.542,0.75,0.692,0.72,0.75,0.692,0.72
SEIR01_sl500_mr025_nv10_12,0.894,0.824,0.857,0.846,0.863,0.854,0.863,0.863,0.863
SEIR015_sl500_mr025_nv10_20,0.846,0.688,0.759,0.911,0.797,0.85,0.912,0.812,0.86
SEIR015_sl500_mr025_nv10_11,0.857,0.75,0.8,0.714,0.625,0.667,0.714,0.625,0.667
SEIR01_sl250_mr025_nv10_11,0.688,0.688,0.688,0.625,0.625,0.625,0.625,0.625,0.625
SIR01_sl1000_mr15_nv5_9,0.737,0.596,0.659,0.763,0.617,0.682,0.763,0.617,0.682
SIR003_sl250_mr05_nv10_5,0.7,0.636,0.667,0.632,0.545,0.585,0.667,0.545,0.6
SIR01_sl500_mr15_nv10_6,0.962,0.862,0.909,0.931,0.931,0.931,0.931,0.931,0.931
SEIR015_sl500_mr025_nv10_17,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857,0.857
SEIR015_sl1000_mr025_nv5_9,0.64,0.4,0.492,0.778,0.525,0.627,0.793,0.575,0.667
SEIR01_sl1000_mr025_nv20_12,0.9,1,0.947,0.85,0.944,0.895,0.947,1,0.973
SIR003_sl1000_mr1_nv10_5,0.75,0.667,0.706,1,0.556,0.714,1,0.556,0.714
SEIR01_sl1000_mr05_nv10_11,0.848,0.875,0.862,0.875,0.875,0.875,0.875,0.875,0.875
,0.803744642857144,0.726510714285715,0.75707142857143,0.787278571428573,0.745341071428572,0.760151785714287,0.788691071428573,0.7491625,0.76327142857143
