strain	date	country
EPI_ISL_482446	2020-04-18	Oregon
EPI_ISL_482447	2020-04-18	Oregon
EPI_ISL_482452	2020-03-30	Oregon
EPI_ISL_482454	2020-04-02	Oregon
EPI_ISL_482455	2020-03-27	Oregon
EPI_ISL_482456	2020-03-27	Oregon
EPI_ISL_482460	2020-03-27	Oregon
EPI_ISL_482464	2020-03-18	Oregon
EPI_ISL_482465	2020-03-25	Oregon
EPI_ISL_482467	2020-03-23	Oregon
EPI_ISL_424286	2020-03-20	Oregon
EPI_ISL_424307	2020-03-23	Oregon
EPI_ISL_424308	2020-03-22	Oregon
EPI_ISL_491001	2020-03-25	Oregon
EPI_ISL_427173	2020-03-31	Oregon
EPI_ISL_426076	2020-03-29	Oregon
EPI_ISL_485948	2020-03-12	Oregon
EPI_ISL_416673	2020-03-11	Oregon
EPI_ISL_450802	2020-03-31	Pennsylvania
EPI_ISL_454380	2020-04-01	Pennsylvania
EPI_ISL_454381	2020-04-01	Pennsylvania
EPI_ISL_454387	2020-04-04	Pennsylvania
EPI_ISL_454399	2020-04-11	Pennsylvania
EPI_ISL_454401	2020-04-05	Pennsylvania
EPI_ISL_454403	2020-04-07	Pennsylvania
EPI_ISL_454404	2020-04-08	Pennsylvania
EPI_ISL_454407	2020-04-10	Pennsylvania
EPI_ISL_454409	2020-04-07	Pennsylvania
EPI_ISL_454410	2020-04-05	Pennsylvania
EPI_ISL_454411	2020-04-08	Pennsylvania
EPI_ISL_454354	2020-03-30	Pennsylvania
EPI_ISL_454356	2020-03-31	Pennsylvania
EPI_ISL_454357	2020-03-30	Pennsylvania
EPI_ISL_454358	2020-03-30	Pennsylvania
EPI_ISL_454360	2020-03-30	Pennsylvania
EPI_ISL_454361	2020-03-23	Pennsylvania
EPI_ISL_454362	2020-03-30	Pennsylvania
EPI_ISL_454363	2020-03-28	Pennsylvania
EPI_ISL_454364	2020-03-30	Pennsylvania
EPI_ISL_454366	2020-03-29	Pennsylvania
EPI_ISL_454367	2020-03-28	Pennsylvania
EPI_ISL_454370	2020-04-01	Pennsylvania
EPI_ISL_454372	2020-03-31	Pennsylvania
EPI_ISL_454373	2020-03-31	Pennsylvania
EPI_ISL_454374	2020-04-01	Pennsylvania
EPI_ISL_454376	2020-03-31	Pennsylvania
EPI_ISL_454378	2020-03-31	Pennsylvania
EPI_ISL_454379	2020-04-02	Pennsylvania
EPI_ISL_436467	2020-03-25	Pennsylvania
EPI_ISL_436468	2020-03-26	Pennsylvania
EPI_ISL_436470	2020-03-25	Pennsylvania
EPI_ISL_436471	2020-03-26	Pennsylvania
EPI_ISL_436473	2020-03-25	Pennsylvania
EPI_ISL_436477	2020-03-25	Pennsylvania
EPI_ISL_436481	2020-03-26	Pennsylvania
EPI_ISL_436484	2020-03-27	Pennsylvania
EPI_ISL_436485	2020-03-27	Pennsylvania
EPI_ISL_436492	2020-03-26	Pennsylvania
EPI_ISL_436497	2020-03-26	Pennsylvania
EPI_ISL_436501	2020-03-24	Pennsylvania
EPI_ISL_436502	2020-03-23	Pennsylvania
EPI_ISL_467904	2020-03-13	Pennsylvania
EPI_ISL_484922	2020-06-22	Pennsylvania
EPI_ISL_424881	2020-03-05	Pennsylvania
EPI_ISL_424883	2020-03-07	Pennsylvania
EPI_ISL_426432	2020-03-07	Pennsylvania
EPI_ISL_424885	2020-03-09	Pennsylvania
EPI_ISL_424886	2020-03-06	Pennsylvania
EPI_ISL_491097	2020-03-06	South Carolina
EPI_ISL_491098	2020-03-07	South Carolina
EPI_ISL_491099	2020-03-10	South Carolina
EPI_ISL_491101	2020-03-25	South Carolina
EPI_ISL_491102	2020-03-25	South Carolina
EPI_ISL_491103	2020-03-26	South Carolina
EPI_ISL_491104	2020-03-27	South Carolina
EPI_ISL_491105	2020-04-17	South Carolina
EPI_ISL_491106	2020-04-17	South Carolina
EPI_ISL_491107	2020-04-24	South Carolina
EPI_ISL_491110	2020-05-04	South Carolina
EPI_ISL_476897	2020-05-21	South Carolina
EPI_ISL_493129	2020-04-04	South Carolina
EPI_ISL_492074	2020-06-19	South Carolina
EPI_ISL_424903	2020-03-07	South Carolina
EPI_ISL_424904	2020-03-07	South Carolina
EPI_ISL_424905	2020-03-05	South Carolina
EPI_ISL_424842	2020-03-07	South Carolina
EPI_ISL_424888	2020-03-08	South Carolina
EPI_ISL_444995	2020-03-27	South Carolina
EPI_ISL_454646	2020-03-30	Texas
EPI_ISL_434833	2020-03-21	Texas
EPI_ISL_434834	2020-03-21	Texas
EPI_ISL_434724	2020-03-14	Texas
EPI_ISL_434851	2020-03-22	Texas
EPI_ISL_434852	2020-03-22	Texas
EPI_ISL_434864	2020-03-23	Texas
EPI_ISL_434867	2020-03-23	Texas
EPI_ISL_434731	2020-03-17	Texas
EPI_ISL_434888	2020-03-24	Texas
EPI_ISL_434910	2020-03-27	Texas
EPI_ISL_434911	2020-03-27	Texas
EPI_ISL_434913	2020-03-27	Texas
EPI_ISL_434915	2020-03-27	Texas
EPI_ISL_434918	2020-03-27	Texas
EPI_ISL_434921	2020-03-27	Texas
EPI_ISL_434922	2020-03-28	Texas
EPI_ISL_434941	2020-04-01	Texas
EPI_ISL_434942	2020-04-02	Texas
EPI_ISL_434943	2020-04-01	Texas
EPI_ISL_434948	2020-03-29	Texas
EPI_ISL_434954	2020-03-29	Texas
EPI_ISL_434961	2020-03-27	Texas
EPI_ISL_434966	2020-04-01	Texas
EPI_ISL_434970	2020-04-01	Texas
EPI_ISL_434972	2020-03-31	Texas
EPI_ISL_434973	2020-03-30	Texas
EPI_ISL_434976	2020-04-01	Texas
EPI_ISL_434977	2020-03-30	Texas
EPI_ISL_434982	2020-04-01	Texas
EPI_ISL_434986	2020-03-31	Texas
EPI_ISL_434987	2020-04-01	Texas
EPI_ISL_434998	2020-04-01	Texas
EPI_ISL_435000	2020-04-01	Texas
EPI_ISL_435001	2020-04-01	Texas
EPI_ISL_435002	2020-04-01	Texas
EPI_ISL_435003	2020-04-01	Texas
EPI_ISL_435005	2020-04-01	Texas
EPI_ISL_435006	2020-04-01	Texas
EPI_ISL_435007	2020-04-01	Texas
EPI_ISL_435009	2020-04-01	Texas
EPI_ISL_435010	2020-04-02	Texas
EPI_ISL_435011	2020-04-02	Texas
EPI_ISL_435012	2020-04-02	Texas
EPI_ISL_435013	2020-04-02	Texas
EPI_ISL_435014	2020-04-02	Texas
EPI_ISL_435015	2020-04-02	Texas
EPI_ISL_435016	2020-04-02	Texas
EPI_ISL_435017	2020-04-02	Texas
EPI_ISL_435018	2020-04-02	Texas
EPI_ISL_435019	2020-04-02	Texas
EPI_ISL_435020	2020-04-02	Texas
EPI_ISL_435021	2020-04-02	Texas
EPI_ISL_435022	2020-04-02	Texas
EPI_ISL_434753	2020-03-09	Texas
EPI_ISL_435023	2020-04-03	Texas
EPI_ISL_435024	2020-04-03	Texas
EPI_ISL_435028	2020-04-03	Texas
EPI_ISL_435029	2020-04-03	Texas
EPI_ISL_435031	2020-04-03	Texas
EPI_ISL_434764	2020-03-17	Texas
EPI_ISL_434718	2020-03-15	Texas
EPI_ISL_411956	2020-02-11	Texas
EPI_ISL_420796	2020-02-29	Texas
EPI_ISL_444022	2020-03-18	Texas
EPI_ISL_445078	2020-03-20	Texas
EPI_ISL_449804	2020-03-26	Utah
EPI_ISL_449809	2020-03-27	Utah
EPI_ISL_417958	2020-03-10	Utah
EPI_ISL_430038	2020-03-15	Utah
EPI_ISL_417959	2020-03-11	Utah
EPI_ISL_417960	2020-03-12	Utah
EPI_ISL_421562	2020-03-19	Utah
EPI_ISL_436915	2020-04-10	Utah
EPI_ISL_449822	2020-04-07	Utah
EPI_ISL_420805	2020-03-14	Utah
EPI_ISL_449833	2020-04-06	Utah
EPI_ISL_454707	2020-04-13	Utah
EPI_ISL_454710	2020-04-13	Utah
EPI_ISL_454714	2020-04-13	Utah
EPI_ISL_470656	2020-04-13	Utah
EPI_ISL_470696	2020-04-13	Utah
EPI_ISL_418962	2020-03-13	Utah
EPI_ISL_452168	2020-04-16	Utah
EPI_ISL_452171	2020-04-16	Utah
EPI_ISL_454722	2020-04-16	Utah
EPI_ISL_417028	2020-03-20	Utah
EPI_ISL_470669	2020-04-20	Utah
EPI_ISL_418963	2020-03-14	Utah
EPI_ISL_418964	2020-03-14	Utah
EPI_ISL_436937	2020-04-15	Utah
EPI_ISL_487223	2020-04-24	Utah
EPI_ISL_487225	2020-04-25	Utah
EPI_ISL_420806	2020-03-14	Utah
EPI_ISL_420807	2020-03-23	Utah
EPI_ISL_420810	2020-03-27	Utah
EPI_ISL_420813	2020-03-27	Utah
EPI_ISL_417976	2020-03-19	Utah
EPI_ISL_420817	2020-03-24	Utah
EPI_ISL_420819	2020-03-26	Utah
EPI_ISL_420820	2020-03-25	Utah
EPI_ISL_450539	2020-03-15	Utah
EPI_ISL_450543	2020-03-30	Utah
EPI_ISL_420821	2020-03-26	Utah
EPI_ISL_420822	2020-03-25	Utah
EPI_ISL_450554	2020-04-07	Utah
EPI_ISL_430039	2020-03-30	Utah
EPI_ISL_470717	2020-04-06	Utah
EPI_ISL_475730	2020-05-11	Utah
EPI_ISL_450564	2020-04-13	Utah
EPI_ISL_483018	2020-05-11	Utah
EPI_ISL_470559	2020-04-13	Utah
EPI_ISL_454728	2020-04-17	Utah
EPI_ISL_415542	2020-03-13	Utah
EPI_ISL_475726	2020-05-11	Utah
EPI_ISL_475728	2020-05-12	Utah
EPI_ISL_483024	2020-05-12	Utah
EPI_ISL_475743	2020-05-12	Utah
EPI_ISL_487246	2020-05-12	Utah
EPI_ISL_487248	2020-05-12	Utah
EPI_ISL_487251	2020-05-13	Utah
EPI_ISL_487252	2020-05-13	Utah
EPI_ISL_430043	2020-03-30	Utah
EPI_ISL_430050	2020-03-31	Utah
EPI_ISL_435363	2020-04-03	Utah
EPI_ISL_435377	2020-04-02	Utah
EPI_ISL_483031	2020-05-12	Utah
EPI_ISL_415544	2020-03-13	Utah
EPI_ISL_430022	2020-03-16	Utah
EPI_ISL_430024	2020-03-16	Utah
EPI_ISL_430026	2020-03-16	Utah
EPI_ISL_417026	2020-03-20	Utah
EPI_ISL_420803	2020-03-12	Utah
EPI_ISL_435390	2020-04-06	Utah
EPI_ISL_420804	2020-03-14	Utah
EPI_ISL_467909	2020-03-13	Utah
EPI_ISL_467911	2020-03-13	Utah
EPI_ISL_467915	2020-03-12	Utah
EPI_ISL_467918	2020-03-13	Utah
EPI_ISL_467923	2020-03-12	Utah
EPI_ISL_467925	2020-03-11	Utah
EPI_ISL_419260	2020-03-08	Virginia
EPI_ISL_419706	2020-03-10	Virginia
EPI_ISL_419708	2020-03-12	Virginia
EPI_ISL_419710	2020-03-12	Virginia
EPI_ISL_420029	2020-03-11	Virginia
EPI_ISL_419712	2020-03-10	Virginia
EPI_ISL_420020	2020-03-20	Virginia
EPI_ISL_420024	2020-03-27	Virginia
EPI_ISL_426463	2020-03-29	Virginia
EPI_ISL_426466	2020-03-31	Virginia
EPI_ISL_429969	2020-03-26	Virginia
EPI_ISL_429971	2020-03-30	Virginia
EPI_ISL_429974	2020-03-29	Virginia
EPI_ISL_429975	2020-03-27	Virginia
EPI_ISL_429977	2020-03-27	Virginia
EPI_ISL_429978	2020-03-30	Virginia
EPI_ISL_429981	2020-04-03	Virginia
EPI_ISL_429987	2020-04-02	Virginia
EPI_ISL_434594	2020-04-10	Virginia
EPI_ISL_434603	2020-04-08	Virginia
EPI_ISL_434604	2020-04-08	Virginia
EPI_ISL_437763	2020-04-11	Virginia
EPI_ISL_437765	2020-04-13	Virginia
EPI_ISL_437772	2020-04-14	Virginia
EPI_ISL_437773	2020-04-15	Virginia
EPI_ISL_437777	2020-04-16	Virginia
EPI_ISL_437797	2020-04-08	Virginia
EPI_ISL_437800	2020-04-01	Virginia
EPI_ISL_437802	2020-04-13	Virginia
EPI_ISL_437398	2020-03-28	Virginia
EPI_ISL_437410	2020-04-16	Virginia
EPI_ISL_437419	2020-04-13	Virginia
EPI_ISL_437429	2020-04-04	Virginia
EPI_ISL_452802	2020-04-03	Virginia
EPI_ISL_452813	2020-04-15	Virginia
EPI_ISL_452815	2020-04-10	Virginia
EPI_ISL_452823	2020-04-16	Virginia
EPI_ISL_452828	2020-04-20	Virginia
EPI_ISL_452830	2020-04-20	Virginia
EPI_ISL_452833	2020-04-19	Virginia
EPI_ISL_463101	2020-04-30	Virginia
EPI_ISL_463105	2020-05-18	Virginia
EPI_ISL_463108	2020-05-18	Virginia
EPI_ISL_463109	2020-05-18	Virginia
EPI_ISL_463111	2020-05-18	Virginia
EPI_ISL_463113	2020-05-18	Virginia
EPI_ISL_467928	2020-05-04	Virginia
EPI_ISL_467932	2020-05-04	Virginia
EPI_ISL_467934	2020-05-04	Virginia
EPI_ISL_467936	2020-05-06	Virginia
EPI_ISL_463114	2020-05-08	Virginia
EPI_ISL_463116	2020-05-08	Virginia
EPI_ISL_463118	2020-05-08	Virginia
EPI_ISL_463119	2020-05-08	Virginia
EPI_ISL_463120	2020-05-08	Virginia
EPI_ISL_467941	2020-05-04	Virginia
EPI_ISL_463128	2020-05-08	Virginia
EPI_ISL_463131	2020-05-11	Virginia
EPI_ISL_463132	2020-05-12	Virginia
EPI_ISL_463133	2020-05-12	Virginia
EPI_ISL_463134	2020-05-13	Virginia
EPI_ISL_463136	2020-05-13	Virginia
EPI_ISL_467782	2020-04-16	Virginia
EPI_ISL_467786	2020-04-18	Virginia
EPI_ISL_467794	2020-04-21	Virginia
EPI_ISL_467801	2020-04-22	Virginia
EPI_ISL_477632	2020-04-25	Virginia
EPI_ISL_477637	2020-04-28	Virginia
EPI_ISL_477639	2020-04-29	Virginia
EPI_ISL_477661	2020-05-03	Virginia
EPI_ISL_477663	2020-05-04	Virginia
EPI_ISL_477664	2020-05-05	Virginia
EPI_ISL_477666	2020-05-05	Virginia
EPI_ISL_477671	2020-05-05	Virginia
EPI_ISL_485816	2020-05-24	Virginia
EPI_ISL_485820	2020-05-29	Virginia
EPI_ISL_485822	2020-05-29	Virginia
EPI_ISL_485823	2020-05-29	Virginia
EPI_ISL_485824	2020-05-29	Virginia
EPI_ISL_485826	2020-05-29	Virginia
EPI_ISL_485833	2020-03-11	Virginia
EPI_ISL_485836	2020-03-13	Virginia
EPI_ISL_485838	2020-03-12	Virginia
EPI_ISL_485842	2020-03-12	Virginia
EPI_ISL_485844	2020-03-12	Virginia
EPI_ISL_485847	2020-03-14	Virginia
EPI_ISL_485848	2020-03-15	Virginia
EPI_ISL_485856	2020-03-18	Virginia
EPI_ISL_485858	2020-03-18	Virginia
EPI_ISL_485859	2020-03-18	Virginia
EPI_ISL_485861	2020-03-17	Virginia
EPI_ISL_485863	2020-03-18	Virginia
EPI_ISL_485870	2020-03-17	Virginia
EPI_ISL_424893	2020-03-08	Virginia
EPI_ISL_424894	2020-03-08	Virginia
EPI_ISL_491912	2020-03-25	Virginia
EPI_ISL_491913	2020-03-25	Virginia
EPI_ISL_491914	2020-03-26	Virginia
EPI_ISL_491922	2020-04-03	Virginia
EPI_ISL_491925	2020-04-06	Virginia
EPI_ISL_463505	2020-04-30	Washington
EPI_ISL_417156	2020-02-28	Washington
EPI_ISL_463524	2020-05-01	Washington
EPI_ISL_463527	2020-05-03	Washington
EPI_ISL_417159	2020-02-29	Washington
EPI_ISL_417160	2020-02-29	Washington
EPI_ISL_463579	2020-04-29	Washington
EPI_ISL_463583	2020-05-02	Washington
EPI_ISL_463600	2020-05-04	Washington
EPI_ISL_463602	2020-05-04	Washington
EPI_ISL_463611	2020-05-04	Washington
EPI_ISL_463622	2020-05-04	Washington
EPI_ISL_463647	2020-05-04	Washington
EPI_ISL_463648	2020-05-04	Washington
EPI_ISL_463654	2020-05-06	Washington
EPI_ISL_463664	2020-05-05	Washington
EPI_ISL_463666	2020-05-05	Washington
EPI_ISL_463677	2020-05-06	Washington
EPI_ISL_463686	2020-05-06	Washington
EPI_ISL_463688	2020-05-06	Washington
EPI_ISL_463692	2020-05-07	Washington
EPI_ISL_463699	2020-05-07	Washington
EPI_ISL_463700	2020-05-07	Washington
EPI_ISL_430162	2020-03-13	Washington
EPI_ISL_430201	2020-03-04	Washington
EPI_ISL_430272	2020-02-28	Washington
EPI_ISL_430281	2020-02-29	Washington
EPI_ISL_430292	2020-02-24	Washington
EPI_ISL_430295	2020-02-25	Washington
EPI_ISL_430131	2020-02-22	Washington
EPI_ISL_430135	2020-02-29	Washington
EPI_ISL_434097	2020-04-01	Washington
EPI_ISL_434100	2020-04-04	Washington
EPI_ISL_434107	2020-04-01	Washington
EPI_ISL_434130	2020-03-28	Washington
EPI_ISL_417095	2020-02-28	Washington
EPI_ISL_417096	2020-02-27	Washington
EPI_ISL_434206	2020-04-01	Washington
EPI_ISL_417098	2020-02-29	Washington
EPI_ISL_434231	2020-04-06	Washington
EPI_ISL_417108	2020-02-29	Washington
EPI_ISL_438159	2020-04-20	Washington
EPI_ISL_438176	2020-04-18	Washington
EPI_ISL_438205	2020-04-20	Washington
EPI_ISL_438209	2020-04-21	Washington
EPI_ISL_449864	2020-04-08	Washington
EPI_ISL_416462	2020-02-24	Washington
EPI_ISL_449873	2020-04-10	Washington
EPI_ISL_449909	2020-04-13	Washington
EPI_ISL_449945	2020-04-14	Washington
EPI_ISL_449962	2020-04-15	Washington
EPI_ISL_417135	2020-02-22	Washington
EPI_ISL_463327	2020-04-20	Washington
EPI_ISL_463333	2020-04-22	Washington
EPI_ISL_463378	2020-04-22	Washington
EPI_ISL_417142	2020-02-29	Washington
EPI_ISL_417148	2020-02-28	Washington
EPI_ISL_463444	2020-05-01	Washington
EPI_ISL_417150	2020-02-28	Washington
EPI_ISL_463460	2020-05-01	Washington
EPI_ISL_463464	2020-05-01	Washington
EPI_ISL_417151	2020-02-29	Washington
EPI_ISL_463479	2020-04-28	Washington
EPI_ISL_461452	2020-05-29	Washington
EPI_ISL_461458	2020-05-29	Washington
EPI_ISL_461464	2020-05-29	Washington
EPI_ISL_461468	2020-05-29	Washington
EPI_ISL_461471	2020-05-29	Washington
EPI_ISL_422973	2020-03-17	Washington
EPI_ISL_422999	2020-03-18	Washington
EPI_ISL_477691	2020-03-20	Washington
EPI_ISL_424241	2020-03-21	Washington
EPI_ISL_424244	2020-03-22	Washington
EPI_ISL_424290	2020-03-23	Washington
EPI_ISL_426130	2020-03-24	Washington
EPI_ISL_485988	2020-03-30	Washington
EPI_ISL_477716	2020-03-30	Washington
EPI_ISL_485997	2020-03-30	Washington
EPI_ISL_486018	2020-03-30	Washington
EPI_ISL_486050	2020-03-29	Washington
EPI_ISL_491026	2020-03-27	Washington
EPI_ISL_427182	2020-03-26	Washington
EPI_ISL_429638	2020-04-07	Washington
EPI_ISL_429649	2020-04-02	Washington
EPI_ISL_430905	2020-04-05	Washington
EPI_ISL_476906	2020-03-12	Washington
EPI_ISL_430891	2020-03-12	Washington
EPI_ISL_430932	2020-04-07	Washington
EPI_ISL_430895	2020-03-13	Washington
EPI_ISL_430980	2020-04-03	Washington
EPI_ISL_461421	2020-04-05	Washington
EPI_ISL_416643	2020-03-11	Washington
EPI_ISL_416728	2020-03-13	Washington
EPI_ISL_417350	2020-03-12	Washington
EPI_ISL_418080	2020-03-15	Washington
EPI_ISL_418905	2020-03-16	Washington
EPI_ISL_414622	2020-03-08	Washington
EPI_ISL_404895	2020-01-19	Washington
EPI_ISL_426451	2020-03-19	Washington
EPI_ISL_419555	2020-02-27	Washington
EPI_ISL_422459	2020-04-02	Wisconsin
EPI_ISL_422461	2020-04-06	Iowa
EPI_ISL_422462	2020-04-03	Iowa
EPI_ISL_429844	2020-04-09	Iowa
EPI_ISL_426160	2020-04-03	Iowa
EPI_ISL_426161	2020-04-06	Iowa
EPI_ISL_426159	2020-04-06	Minnesota
EPI_ISL_429845	2020-04-14	Iowa
EPI_ISL_429846	2020-04-16	Iowa
EPI_ISL_429847	2020-04-16	Iowa
EPI_ISL_429848	2020-04-06	Iowa
EPI_ISL_435394	2020-04-21	Iowa
EPI_ISL_435397	2020-04-21	Iowa
EPI_ISL_435398	2020-04-22	Iowa
EPI_ISL_435399	2020-04-23	Iowa
EPI_ISL_436895	2020-04-28	Wisconsin
EPI_ISL_436896	2020-05-02	Wisconsin
EPI_ISL_436900	2020-05-04	Iowa
EPI_ISL_455569	2020-05-08	Wisconsin
EPI_ISL_455571	2020-05-12	Wisconsin
EPI_ISL_455572	2020-05-12	Wisconsin
EPI_ISL_455578	2020-05-25	Wisconsin
EPI_ISL_471147	2020-06-08	Wisconsin
EPI_ISL_471153	2020-06-13	Wisconsin
EPI_ISL_489919	2020-06-22	Wisconsin
EPI_ISL_489923	2020-06-23	Wisconsin
EPI_ISL_489937	2020-07-02	Wisconsin
EPI_ISL_489938	2020-07-02	Wisconsin
EPI_ISL_489939	2020-07-02	Wisconsin
EPI_ISL_489940	2020-07-03	Wisconsin
EPI_ISL_489941	2020-07-04	Wisconsin
EPI_ISL_489942	2020-07-04	Wisconsin
EPI_ISL_489943	2020-07-03	Wisconsin
EPI_ISL_489945	2020-07-06	Wisconsin
EPI_ISL_489949	2020-07-06	Wisconsin
EPI_ISL_489950	2020-07-07	Wisconsin
EPI_ISL_489951	2020-07-07	Wisconsin
EPI_ISL_489953	2020-07-07	Wisconsin
EPI_ISL_489954	2020-07-07	Wisconsin
EPI_ISL_455574	2020-05-10	Wisconsin
EPI_ISL_455581	2020-05-24	Wisconsin
EPI_ISL_417200	2020-03-21	Wisconsin
EPI_ISL_425167	2020-03-31	Wisconsin
EPI_ISL_427429	2020-04-07	Wisconsin
EPI_ISL_427430	2020-04-11	Illinois
EPI_ISL_427434	2020-04-07	Wisconsin
EPI_ISL_427435	2020-04-07	Wisconsin
EPI_ISL_427437	2020-04-13	Illinois
EPI_ISL_427440	2020-04-12	Illinois
EPI_ISL_427443	2020-04-09	Wisconsin
EPI_ISL_427446	2020-04-12	Illinois
EPI_ISL_417513	2020-03-16	Wisconsin
EPI_ISL_427449	2020-04-10	Illinois
EPI_ISL_427450	2020-04-13	Illinois
EPI_ISL_427456	2020-04-07	Illinois
EPI_ISL_417517	2020-03-13	Wisconsin
EPI_ISL_428294	2020-03-24	Wisconsin
EPI_ISL_428306	2020-03-24	Wisconsin
EPI_ISL_428329	2020-03-27	Wisconsin
EPI_ISL_428341	2020-03-28	Wisconsin
EPI_ISL_428732	2020-04-06	Wisconsin
EPI_ISL_434613	2020-04-08	Wisconsin
EPI_ISL_436584	2020-04-08	Wisconsin
EPI_ISL_436588	2020-04-09	Wisconsin
EPI_ISL_436589	2020-04-11	Wisconsin
EPI_ISL_436600	2020-04-14	Wisconsin
EPI_ISL_436603	2020-04-16	Wisconsin
EPI_ISL_436604	2020-04-15	Wisconsin
EPI_ISL_436605	2020-04-14	Wisconsin
EPI_ISL_436621	2020-04-25	Wisconsin
EPI_ISL_436627	2020-03-24	Wisconsin
EPI_ISL_436635	2020-04-02	Wisconsin
EPI_ISL_450705	2020-04-14	Wisconsin
EPI_ISL_480352	2020-05-20	Wisconsin
EPI_ISL_480355	2020-05-20	Wisconsin
EPI_ISL_480360	2020-05-21	Wisconsin
EPI_ISL_480363	2020-05-22	Wisconsin
EPI_ISL_480364	2020-05-22	Wisconsin
EPI_ISL_480366	2020-05-22	Wisconsin
EPI_ISL_480368	2020-05-21	Wisconsin
EPI_ISL_480370	2020-05-21	Wisconsin
EPI_ISL_480375	2020-05-14	Wisconsin
EPI_ISL_480411	2020-05-01	Wisconsin
EPI_ISL_484818	2020-06-19	Wisconsin
EPI_ISL_484842	2020-06-06	Wisconsin
EPI_ISL_484843	2020-06-18	Wisconsin
EPI_ISL_421305	2020-03-19	Wisconsin
EPI_ISL_484854	2020-06-10	Wisconsin
EPI_ISL_484856	2020-06-18	Wisconsin
EPI_ISL_484891	2020-05-27	Wisconsin
EPI_ISL_484895	2020-06-24	Wisconsin
EPI_ISL_484913	2020-06-24	Wisconsin
EPI_ISL_484927	2020-06-23	Wisconsin
EPI_ISL_484940	2020-06-25	Wisconsin
EPI_ISL_484947	2020-06-19	Wisconsin
EPI_ISL_484978	2020-06-25	Wisconsin
EPI_ISL_484993	2020-06-24	Wisconsin
EPI_ISL_484998	2020-06-24	Wisconsin
EPI_ISL_491330	2020-06-28	Wisconsin
EPI_ISL_491344	2020-06-26	Wisconsin
EPI_ISL_491366	2020-06-25	Wisconsin
EPI_ISL_491373	2020-06-29	Wisconsin
EPI_ISL_491375	2020-07-02	Wisconsin
EPI_ISL_491376	2020-06-29	Wisconsin
EPI_ISL_491377	2020-06-29	Wisconsin
EPI_ISL_491385	2020-07-02	Wisconsin
EPI_ISL_491403	2020-07-01	Wisconsin
EPI_ISL_491404	2020-07-02	Wisconsin
EPI_ISL_491408	2020-07-01	Wisconsin
EPI_ISL_491409	2020-07-01	Wisconsin
EPI_ISL_491410	2020-07-02	Wisconsin
EPI_ISL_491417	2020-06-29	Wisconsin
EPI_ISL_421333	2020-03-26	Wisconsin
EPI_ISL_425144	2020-04-02	Wisconsin
EPI_ISL_425146	2020-03-31	Wisconsin
EPI_ISL_425156	2020-04-02	Wisconsin
EPI_ISL_471190	2020-04-17	Wisconsin
EPI_ISL_471201	2020-03-27	Wisconsin
EPI_ISL_471212	2020-03-25	Wisconsin
EPI_ISL_471252	2020-03-17	Wisconsin
EPI_ISL_471256	2020-03-23	Wisconsin
EPI_ISL_408670	2020-01-31	Wisconsin
EPI_ISL_462915	2020-03-20	Wyoming
EPI_ISL_462917	2020-03-22	Wyoming
EPI_ISL_462918	2020-03-24	Wyoming
EPI_ISL_462919	2020-03-21	Wyoming
EPI_ISL_462924	2020-03-23	Wyoming
EPI_ISL_462925	2020-03-23	Wyoming
EPI_ISL_462927	2020-03-24	Wyoming
EPI_ISL_462929	2020-03-25	Wyoming
EPI_ISL_462933	2020-03-24	Wyoming
EPI_ISL_462935	2020-03-25	Wyoming
EPI_ISL_462940	2020-03-25	Wyoming
EPI_ISL_462952	2020-03-26	Wyoming
EPI_ISL_462956	2020-03-25	Wyoming
EPI_ISL_462957	2020-03-26	Wyoming
EPI_ISL_462958	2020-03-27	Wyoming
EPI_ISL_462965	2020-03-28	Wyoming
EPI_ISL_462966	2020-03-27	Wyoming
EPI_ISL_462969	2020-03-27	Wyoming
EPI_ISL_462973	2020-03-29	Wyoming
EPI_ISL_462975	2020-03-30	Wyoming
EPI_ISL_462976	2020-03-30	Wyoming
EPI_ISL_462977	2020-03-30	Wyoming
EPI_ISL_462979	2020-03-30	Wyoming
EPI_ISL_462982	2020-03-30	Wyoming
EPI_ISL_493126	2020-04-02	Wyoming
EPI_ISL_493127	2020-04-02	Wyoming
EPI_ISL_493128	2020-04-03	Wyoming
EPI_ISL_493001	2020-04-06	Wyoming
EPI_ISL_421272	2020-03-10	Wyoming
EPI_ISL_421545	2020-03-15	Wyoming
EPI_ISL_421549	2020-03-14	Wyoming
EPI_ISL_421550	2020-03-16	Wyoming
EPI_ISL_421551	2020-03-18	Wyoming
