dataset,phylo_prec,phylo_rec,phylo_f1,sharp_prec,sharp_rec,sharp_f1,tnet_prec,tnet_rec,tnet_f1,tnet_bias_prec,tnet_bias_rec,tnet_bias_f1
SEIR01_sl1000_mr025_nv20_4,0.857,0.75,0.8,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
SIR01_sl1000_mr15_nv20_6,0.833,0.625,0.714,0.875,0.875,0.875,0.667,0.75,0.706,0.875,0.875,0.875
SIR01_sl1000_mr15_nv20_17,0.909,0.714,0.8,0.917,0.786,0.846,0.917,0.786,0.846,0.917,0.786,0.846
SEIR015_sl1000_mr025_nv20_18,0.955,0.538,0.689,0.8,0.615,0.696,0.926,0.641,0.758,0.829,0.744,0.784
SIR003_sl1000_mr05_nv20_11,1,0.4,0.571,1,0.4,0.571,1,0.4,0.571,1,0.4,0.571
SIR003_sl1000_mr05_nv20_7,0.889,0.667,0.762,0.889,0.667,0.762,1,0.667,0.8,0.769,0.833,0.8
SEIR015_sl1000_mr025_nv20_20,0.833,0.526,0.645,0.647,0.579,0.611,0.688,0.579,0.629,0.684,0.684,0.684
SEIR015_sl1000_mr025_nv20_8,0.979,0.701,0.817,0.906,0.716,0.8,0.959,0.701,0.81,0.963,0.776,0.86
SIR003_sl1000_mr05_nv20_8,0.762,0.593,0.667,0.708,0.63,0.667,0.708,0.63,0.667,0.692,0.667,0.679
SIR01_sl1000_mr15_nv20_10,0.9,0.692,0.783,0.9,0.692,0.783,1,0.692,0.818,0.769,0.769,0.769
SIR003_sl1000_mr05_nv20_16,0.811,0.698,0.75,0.912,0.721,0.805,0.861,0.721,0.785,0.705,0.721,0.713
SEIR01_sl1000_mr025_nv20_19,0.941,0.906,0.923,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943,0.943
SIR01_sl1000_mr15_nv20_1,0.793,0.719,0.754,0.893,0.781,0.833,0.88,0.688,0.772,0.767,0.719,0.742
SEIR01_sl1000_mr025_nv20_2,0.972,0.833,0.897,0.907,0.929,0.918,0.907,0.929,0.918,0.907,0.929,0.918
SIR01_sl1000_mr15_nv20_14,0.5,0.4,0.444,0.4,0.4,0.4,0.5,0.4,0.444,0.5,0.4,0.444
SEIR015_sl1000_mr025_nv20_13,1,0.222,0.364,0.692,1,0.818,0.692,1,0.818,0.75,1,0.857
SIR003_sl1000_mr05_nv20_14,1,0.9,0.947,0.909,1,0.952,1,0.9,0.947,1,1,1
SEIR01_sl1000_mr025_nv20_12,1,0.722,0.839,0.9,1,0.947,0.944,0.944,0.944,0.85,0.944,0.895
,0.8918125,0.661875,0.7482375,0.8606375,0.7581125,0.7989625,0.85845,0.749,0.792325,0.82005,0.798625,0.80555
